gpu_temperature,gpu_power_load,ambient_temperature,humidity,water_temperature,tds,ph,conductivity,tower_age,cooling_cycles,flow_rate,daily_water_usage,scaling_risk
70.77,69.05,42.95,81.36,38.13,1030.29,8.13,1375.82,11.44,7.57,81.4,1822.76,1
50.42,97.19,21.21,83.87,25.41,234.85,8.29,307.34,1.06,9.77,123.0,2530.48,1
61.1,33.41,25.75,38.62,32.64,941.29,8.93,1297.03,0.89,20.13,139.57,3563.31,1
82.69,36.86,19.48,52.35,29.36,368.85,8.62,491.73,1.71,19.12,107.22,6250.24,1
94.63,33.08,30.3,58.44,38.06,1334.19,8.61,1826.4,6.84,12.32,180.27,8822.69,1
54.46,42.97,28.82,86.44,30.35,1319.71,9.0,1760.49,3.91,6.76,123.75,2383.67,1
68.07,67.89,42.02,89.9,37.4,470.6,9.17,602.65,14.77,5.86,45.73,2570.31,1
86.0,75.19,42.9,36.48,41.88,937.31,8.07,1259.63,8.36,21.08,75.69,4266.53,1
59.18,33.19,26.51,70.89,27.16,233.61,6.79,324.29,10.11,6.05,112.1,7771.64,1
74.98,96.22,29.75,46.46,32.98,1318.15,7.74,1858.4,4.54,18.16,151.64,5004.23,1
82.99,88.95,41.89,20.57,42.0,827.58,8.63,1116.13,5.17,9.38,75.16,3912.08,1
77.72,50.76,39.2,20.65,38.05,251.87,6.57,323.16,5.36,21.71,196.2,5709.03,1
58.46,35.4,15.11,52.24,25.65,611.0,6.65,814.42,10.63,9.36,90.97,3453.92,1
65.99,41.89,24.6,54.18,29.88,292.22,6.68,411.23,7.37,9.03,125.2,4508.7,1
85.27,38.89,27.65,21.58,33.63,671.53,8.47,894.87,8.01,14.75,43.03,3994.54,1
74.94,38.63,21.89,68.08,33.26,1003.91,7.85,1394.74,9.08,21.23,181.58,7531.06,1
50.24,66.3,20.99,40.58,25.91,763.87,7.5,1032.32,11.65,21.52,166.21,8431.92,1
84.24,47.21,16.13,59.19,36.32,660.47,6.79,857.45,1.81,16.14,71.27,7196.79,1
51.59,55.07,34.3,41.06,27.87,342.99,8.48,483.35,11.76,17.09,189.32,4793.13,1
83.56,99.27,22.88,31.7,35.54,493.93,7.37,625.73,8.67,13.27,90.53,5282.51,1
59.11,77.9,16.57,48.5,22.95,320.17,7.22,433.83,10.2,17.12,150.75,2438.05,1
93.11,96.43,21.93,36.26,36.27,1169.0,8.26,1510.09,5.25,19.2,171.04,7101.49,1
66.56,39.98,39.06,57.44,37.26,362.29,8.01,457.72,6.44,11.72,158.55,5973.57,1
64.71,56.75,40.54,33.92,31.22,914.45,7.48,1235.04,3.85,14.4,186.81,8268.3,1
56.7,68.83,29.49,55.59,29.09,611.29,8.23,825.19,14.7,12.75,178.28,3004.58,1
63.75,35.37,27.48,31.02,29.43,471.17,7.23,655.58,7.71,13.25,199.14,7197.95,1
89.45,30.29,44.34,66.97,41.48,967.36,8.65,1353.29,14.94,19.8,69.22,6635.04,1
94.84,76.93,21.02,72.78,36.84,748.4,7.12,1044.44,7.6,9.11,88.76,3493.84,1
66.57,74.93,21.46,27.73,31.4,680.17,6.93,905.93,3.69,6.16,141.8,6505.34,1
70.19,58.76,23.76,52.75,30.59,911.42,8.61,1254.43,7.86,11.13,157.29,8432.8,1
82.49,64.28,20.18,24.96,33.1,789.52,8.41,1078.0,1.07,6.16,125.54,8388.27,1
89.88,59.08,26.38,61.87,36.93,564.18,6.99,752.79,13.62,11.97,51.83,6897.2,1
76.69,31.68,42.33,38.51,38.99,870.87,6.81,1192.61,12.37,20.07,174.66,1860.55,1
67.62,53.48,33.46,56.93,31.44,1003.4,8.76,1444.34,11.02,14.35,193.74,8041.98,1
68.57,42.4,27.36,56.22,33.93,232.03,8.6,298.99,9.34,19.11,104.88,6433.34,1
81.3,36.89,43.03,84.7,40.98,759.05,7.38,1086.31,8.91,5.32,75.97,3828.26,1
50.14,96.97,16.45,58.44,24.08,269.22,8.28,339.4,14.95,20.02,43.09,2904.38,1
77.88,71.96,21.31,60.81,30.32,423.69,6.84,555.74,4.53,14.04,77.97,2371.53,1
66.0,81.01,31.98,48.12,31.77,872.61,7.87,1141.05,11.81,2.64,151.99,1876.78,1
85.74,52.08,33.47,86.44,37.8,1239.43,6.55,1704.55,8.93,14.66,185.85,7155.77,1
54.18,57.52,16.19,74.4,21.14,1259.37,7.56,1607.26,14.65,21.03,54.96,3268.82,1
76.47,46.58,27.09,39.98,30.22,283.93,6.7,405.02,12.5,3.58,128.52,1681.9,0
71.64,36.79,34.47,79.09,33.78,702.93,7.78,995.14,14.98,13.65,151.28,4479.53,1
78.9,42.53,35.94,50.27,38.35,899.61,7.64,1241.83,9.03,20.31,84.22,5119.55,1
52.92,85.83,34.14,78.01,28.87,376.48,7.7,505.12,3.47,2.19,131.18,2769.23,1
76.1,77.43,24.62,77.6,30.6,1118.52,6.62,1606.85,7.8,14.62,154.44,1830.36,1
75.27,68.29,17.81,33.22,28.42,1093.08,7.48,1547.97,10.81,11.5,174.04,2918.44,1
75.23,63.26,27.81,69.08,32.63,1284.01,8.54,1733.24,11.73,8.94,112.4,6593.27,1
77.16,94.57,18.86,40.35,30.18,210.18,7.5,292.23,0.51,14.55,159.66,2116.83,1
80.44,35.09,43.43,40.82,42.0,460.02,8.43,627.19,7.82,3.05,88.29,5662.78,1
86.22,49.64,29.26,40.74,38.9,1192.62,7.5,1631.02,3.91,17.06,74.09,2598.09,1
62.14,54.5,24.52,70.79,31.17,1004.7,7.64,1322.38,13.19,2.09,69.97,2967.67,1
87.13,84.77,37.99,36.09,42.0,1273.27,8.02,1709.26,2.72,8.14,97.42,4448.08,1
72.42,99.48,29.94,20.06,31.59,268.62,9.07,339.97,10.16,12.08,45.74,2256.19,1
53.47,46.85,24.3,70.07,24.43,916.36,6.79,1210.94,4.36,9.54,85.28,2799.03,1
52.63,91.2,39.36,31.98,29.72,882.86,6.59,1226.43,5.67,8.15,144.36,4117.14,1
65.04,88.14,41.01,27.31,38.28,242.81,8.14,349.8,14.14,18.62,143.67,3972.52,1
85.32,45.73,35.19,36.63,37.55,816.23,9.06,1177.5,3.99,20.7,51.77,7119.54,1
81.85,57.95,16.41,46.59,28.7,931.42,9.17,1267.8,1.88,19.47,85.99,2060.87,1
85.49,58.68,31.99,53.31,36.71,429.55,7.81,589.05,1.5,12.45,131.13,7953.38,1
73.28,98.48,37.9,23.12,36.11,528.0,7.76,679.61,7.82,19.68,90.97,7621.74,1
69.81,42.66,19.1,87.94,29.67,968.42,8.24,1345.19,9.8,20.42,106.88,7244.94,1
56.64,85.94,21.86,70.12,27.31,761.96,8.0,963.22,5.25,10.18,154.05,3820.29,1
64.77,53.39,41.47,42.62,34.05,1229.62,8.21,1607.03,10.51,7.67,41.48,7671.61,1
69.53,81.16,15.6,42.31,29.22,610.86,8.86,845.23,1.38,3.97,84.22,2871.02,1
53.99,59.4,37.58,51.4,30.37,519.99,8.52,682.26,12.93,11.58,62.78,2433.07,1
59.93,70.49,29.21,63.84,29.89,1381.84,7.84,1741.07,12.34,20.93,60.42,1837.17,1
76.92,88.28,28.4,30.25,35.54,1293.36,7.75,1831.89,14.79,13.22,193.45,8544.83,1
83.1,86.29,15.21,33.23,29.82,234.79,8.23,308.06,14.08,15.35,100.25,3810.08,1
94.93,90.65,39.58,80.16,41.45,1124.87,7.73,1420.29,5.66,4.26,124.33,8382.13,1
91.99,34.17,25.79,37.94,38.21,332.4,7.74,420.47,6.29,4.87,157.41,3544.6,1
78.92,78.44,31.22,46.61,33.94,232.98,6.54,302.96,11.32,11.29,47.59,8306.74,1
68.96,39.8,35.32,80.99,33.83,528.43,6.97,679.36,2.44,21.03,78.56,8279.47,1
78.63,59.11,36.08,66.42,38.4,523.22,7.82,735.04,5.05,9.22,173.14,8427.57,1
85.35,68.4,43.68,43.92,42.0,1183.18,8.72,1555.1,2.22,19.55,177.92,5221.15,1
55.33,58.19,30.94,67.86,30.87,1052.8,7.25,1485.44,7.1,4.41,99.67,7994.6,1
68.45,66.37,26.99,21.38,32.5,1377.93,7.91,1770.32,8.5,14.34,99.98,8630.74,1
87.79,99.76,43.61,71.49,42.0,1053.82,7.43,1421.15,3.56,14.01,161.1,3934.63,1
67.27,39.47,34.26,54.09,31.66,701.91,6.78,973.97,0.89,19.2,87.21,4641.56,1
75.73,77.28,23.94,76.92,32.55,1038.71,9.09,1433.84,10.93,2.07,58.74,6894.3,1
76.45,57.72,18.79,86.82,30.63,1399.35,8.81,1917.43,0.79,5.8,81.21,3752.7,1
58.3,39.31,40.28,84.81,34.32,1052.17,6.71,1509.83,14.61,6.39,101.98,7153.57,1
66.3,41.11,25.87,83.65,30.86,1114.02,8.44,1443.44,3.71,21.0,48.35,2054.19,1
65.05,96.45,34.81,55.85,34.21,1326.04,7.44,1788.49,10.13,5.07,116.59,5426.24,1
51.18,91.57,29.12,45.21,27.37,336.38,9.19,479.95,6.8,2.74,158.4,2417.35,1
51.09,93.49,20.97,52.55,25.23,1045.74,7.32,1323.47,1.37,12.69,122.2,3699.93,1
87.43,99.41,33.05,68.29,35.97,1220.97,7.14,1539.86,7.35,12.57,51.5,3439.69,1
62.29,44.58,16.82,81.88,25.82,1345.25,8.03,1744.34,7.99,18.88,110.42,7791.99,1
73.31,54.88,27.4,34.49,35.7,453.16,8.75,623.83,12.89,20.98,153.42,2951.38,1
63.44,76.85,31.4,84.27,32.49,804.71,7.02,1047.72,11.12,12.77,49.3,7563.36,1
92.33,63.87,28.08,77.06,37.87,1016.67,8.42,1309.51,1.65,20.6,49.58,7454.7,1
61.67,59.29,37.46,88.52,37.32,496.96,6.67,666.8,3.53,16.5,99.3,5241.62,1
69.33,55.05,39.84,81.62,33.56,920.57,8.98,1263.68,5.02,7.29,71.19,3253.82,1
89.27,71.56,38.14,39.6,38.45,509.09,6.72,661.68,2.19,20.57,189.56,3201.72,1
87.89,70.29,16.16,27.42,36.05,600.15,8.97,786.28,7.13,15.35,133.01,4986.93,1
58.37,41.3,20.82,27.86,26.97,729.82,7.83,1001.84,14.77,10.28,85.97,1566.07,1
86.12,63.02,31.1,40.39,36.93,835.03,7.71,1201.73,7.96,15.6,152.76,5485.13,1
70.62,68.74,43.04,62.99,35.32,739.24,9.13,1023.81,11.26,10.03,99.99,8645.85,1
71.73,69.92,40.05,76.3,37.85,791.83,9.17,1113.78,10.4,4.28,61.14,2660.3,1
56.01,44.71,40.28,82.95,34.19,558.31,8.26,738.84,12.82,16.38,77.96,5800.09,1
53.63,81.96,24.1,63.66,24.65,390.76,6.84,509.72,3.63,18.48,142.84,8713.34,1
82.76,31.76,27.88,20.39,35.17,256.82,7.87,344.36,11.43,16.58,48.3,7953.92,1
72.34,54.84,29.12,33.04,32.61,435.17,7.93,614.22,13.28,6.58,83.63,7877.85,1
69.66,84.61,19.72,26.98,29.83,898.33,7.89,1204.9,2.99,21.13,73.33,7663.87,1
82.83,69.47,15.93,45.43,29.04,1143.34,8.04,1622.79,5.53,2.51,72.18,3817.68,1
84.45,48.28,43.41,55.09,42.0,403.1,6.55,583.59,14.57,8.65,149.24,8179.63,1
57.15,78.65,22.22,23.04,28.9,330.27,8.42,417.59,11.82,7.2,172.13,8560.05,1
77.46,69.72,22.2,44.39,31.41,1099.15,8.42,1383.92,4.6,2.96,154.54,5218.44,1
56.09,85.74,17.5,32.54,24.72,566.19,6.81,724.68,8.68,10.11,143.32,4159.28,1
83.81,81.45,42.86,65.29,40.68,1341.8,8.04,1780.4,6.36,14.46,186.63,4606.72,1
79.56,72.71,32.39,52.5,34.67,1057.18,8.03,1349.18,7.6,19.65,49.34,4006.55,1
93.05,64.17,35.01,54.67,39.63,592.11,8.34,843.24,5.65,21.79,66.8,3093.14,1
53.1,39.32,42.35,49.94,32.56,547.45,6.73,686.85,4.55,18.16,106.31,6138.36,1
52.57,48.29,25.37,86.92,30.25,828.44,8.19,1087.87,10.28,11.37,99.59,5719.48,1
62.7,59.34,33.65,35.03,34.34,294.97,7.26,379.61,11.79,16.47,106.89,4969.39,1
61.78,71.95,16.16,56.17,27.97,341.21,7.87,490.09,13.17,18.87,73.03,2218.84,1
61.11,65.96,20.6,71.52,28.23,411.03,8.59,568.82,2.75,11.31,63.92,7476.7,1
90.78,50.17,39.94,58.98,39.44,1129.67,8.41,1618.14,12.43,17.7,121.47,2812.0,1
61.23,30.45,38.0,85.03,33.53,816.63,6.82,1179.59,4.19,11.65,188.49,2359.22,1
62.24,64.74,25.52,46.46,31.43,212.68,8.1,287.0,6.7,9.73,102.72,6173.04,1
84.17,49.99,26.3,52.46,32.73,1008.22,9.12,1307.52,13.57,12.52,46.94,4489.83,1
70.24,81.42,31.01,26.2,34.69,708.43,6.92,912.98,7.09,15.52,152.99,1948.56,1
84.95,31.68,15.01,62.63,36.14,813.02,8.8,1052.53,3.36,16.54,86.58,4166.76,1
52.94,70.94,22.24,40.17,28.14,456.94,8.4,635.93,2.82,9.13,79.22,7288.35,1
71.94,95.9,21.25,31.22,33.25,862.14,8.59,1084.65,7.36,13.43,91.88,6114.37,1
51.51,42.21,22.51,58.12,26.19,1374.98,7.26,1732.85,11.56,20.2,155.81,4220.9,1
52.82,63.02,39.18,57.26,33.85,288.13,7.28,395.21,14.96,21.53,171.01,2938.54,1
90.79,36.4,23.39,25.31,34.45,540.7,8.95,745.31,11.92,6.54,134.09,6238.47,1
56.27,73.8,20.75,68.88,27.92,491.6,7.47,679.9,13.22,5.86,91.6,8156.66,1
73.96,68.54,30.13,63.66,35.34,498.26,6.67,659.88,11.34,15.53,89.68,6347.05,1
68.5,58.52,40.97,33.23,37.04,654.45,8.12,923.55,13.48,10.29,59.89,7596.78,1
65.63,66.5,22.24,52.86,31.82,1181.73,6.84,1603.28,1.61,2.48,189.33,5411.46,1
90.49,92.76,17.36,70.42,32.62,1295.43,8.65,1646.61,13.98,8.94,142.1,6884.78,1
50.98,43.74,25.69,57.06,26.36,442.66,8.23,623.89,6.25,18.13,44.32,8221.7,1
79.87,31.58,37.43,47.68,38.26,851.54,8.86,1226.74,13.86,17.95,145.98,7298.84,1
93.35,90.32,31.52,42.56,37.31,964.28,8.62,1216.93,1.6,11.89,111.54,8323.9,1
75.21,70.4,39.5,62.73,38.08,826.19,6.8,1097.41,10.87,11.45,195.61,4733.55,1
92.16,92.35,43.79,85.74,39.93,720.89,7.53,971.4,11.17,13.59,171.05,8281.65,1
52.35,71.79,38.78,67.02,33.75,430.37,8.59,550.57,14.96,6.39,67.41,6161.75,1
68.85,86.71,33.11,25.23,33.89,785.86,7.63,1118.71,11.65,12.52,155.22,8025.37,1
61.71,60.08,29.8,52.25,29.82,681.46,9.13,890.55,6.05,2.22,117.69,1795.32,1
82.89,82.49,16.2,82.36,29.72,1154.68,8.49,1624.17,8.58,11.51,69.93,6433.89,1
94.16,93.91,44.53,26.61,42.0,1116.33,6.54,1545.22,5.81,8.72,151.8,7859.81,1
61.54,70.05,26.5,89.22,31.04,360.8,8.88,494.15,3.34,15.5,127.58,2806.52,1
79.44,42.65,19.57,86.43,32.8,306.22,6.77,394.55,4.1,14.77,44.86,6463.4,1
58.91,48.82,35.0,25.48,30.57,1289.78,6.88,1669.16,3.72,9.62,143.45,7687.16,1
75.44,43.91,23.53,85.34,30.4,842.61,8.48,1061.24,8.46,2.15,141.6,3659.62,1
70.88,47.28,32.57,45.42,35.43,1229.36,8.84,1595.89,13.64,7.05,63.05,4539.35,1
93.74,51.45,32.6,79.13,38.4,269.78,7.95,355.87,13.73,14.67,95.84,5771.38,1
77.38,68.86,28.37,49.29,34.4,831.82,7.28,1178.38,1.29,3.45,133.74,5393.76,1
65.73,71.16,40.08,50.86,35.71,847.31,7.45,1121.23,1.66,4.15,62.21,1793.92,1
55.13,59.85,22.95,64.4,27.44,1232.84,7.43,1727.12,4.05,14.94,176.44,2240.04,1
56.81,73.08,28.46,74.21,30.88,317.13,7.38,424.29,4.2,17.12,44.4,2253.5,1
60.14,35.71,31.13,22.37,28.4,488.53,7.16,687.36,1.88,8.43,56.45,3467.01,1
61.29,36.15,34.91,61.52,28.72,687.85,8.14,994.11,6.13,11.79,58.58,3343.98,1
88.28,42.03,38.52,33.07,39.42,1239.01,8.93,1608.2,9.02,20.91,124.5,7066.67,1
75.26,66.27,26.84,44.22,36.81,1326.66,7.33,1887.13,8.88,20.91,139.22,5795.58,1
73.55,44.98,34.38,44.36,39.47,1391.27,7.0,1912.11,8.38,8.15,104.6,7229.82,1
55.16,49.83,19.52,52.83,29.28,1351.03,8.76,1909.63,5.41,18.2,86.19,2024.22,1
88.71,58.02,42.98,43.39,41.83,207.13,8.5,285.91,10.74,13.88,169.49,5139.11,1
82.53,86.83,26.49,27.52,31.34,257.25,9.01,343.37,12.48,21.51,50.93,3928.32,1
53.05,30.97,36.89,30.19,26.49,377.13,6.95,488.61,5.52,11.55,84.85,7874.54,1
81.85,75.46,15.61,22.34,29.7,618.63,6.89,781.96,1.74,17.49,46.26,6808.42,1
74.46,76.82,21.16,52.92,30.62,1195.9,7.96,1622.96,4.8,17.36,42.22,8019.44,1
53.68,85.91,29.61,86.81,31.39,1271.19,8.16,1840.76,2.49,11.95,96.54,1848.2,1
70.62,95.29,41.35,28.1,38.86,424.2,7.8,592.87,7.28,17.91,71.17,6906.18,1
71.81,31.41,30.82,86.24,34.19,943.6,8.12,1241.27,2.76,7.22,82.94,5550.06,1
57.46,40.76,42.9,71.34,32.6,1300.83,6.99,1841.25,7.21,4.45,171.35,7687.5,1
92.56,92.03,29.51,64.62,36.55,756.48,7.79,1061.94,3.7,10.5,66.08,5303.7,1
88.25,62.1,29.71,65.17,37.97,324.25,8.28,423.58,11.21,20.87,164.84,5551.57,1
80.11,69.52,18.59,77.87,32.93,749.38,7.67,938.86,0.9,12.01,148.01,1888.26,1
70.8,76.41,39.08,27.48,37.16,650.95,8.33,829.08,8.54,14.71,92.23,6513.92,1
68.53,77.53,22.41,55.33,27.91,893.19,7.72,1273.21,2.96,14.48,127.45,3548.55,1
79.29,95.22,41.99,68.8,40.82,726.39,7.4,1029.52,0.51,4.65,111.11,1647.7,1
74.54,99.79,42.32,61.08,39.3,220.82,7.32,289.06,13.1,9.81,60.54,1998.28,1
52.8,80.41,43.3,78.29,31.21,1392.8,7.61,1820.44,10.24,16.14,185.15,8679.64,1
73.06,50.11,30.61,25.06,32.41,852.25,6.56,1200.45,1.93,21.44,131.14,4095.58,1
86.29,91.58,35.31,68.35,40.31,768.36,8.31,1104.55,10.13,5.36,180.84,8010.57,1
70.67,33.45,38.36,57.38,35.62,1345.54,8.78,1891.6,9.37,10.21,171.81,8697.58,1
52.34,46.18,18.93,46.54,27.89,387.03,7.46,530.67,7.36,3.9,52.76,8574.5,1
85.38,92.82,33.03,43.82,38.91,427.09,6.62,554.58,6.58,6.85,73.16,8112.94,1
59.06,47.93,16.03,63.46,24.4,1169.62,9.16,1585.01,13.36,9.54,63.24,8211.33,1
61.64,45.45,29.93,82.37,30.86,513.0,7.21,665.2,4.05,12.81,172.92,3667.56,1
57.41,39.67,19.65,54.73,26.36,1159.07,6.84,1636.15,6.28,6.61,177.99,2636.02,1
64.86,90.14,20.49,77.73,26.93,525.84,7.5,698.0,5.27,6.55,124.48,6294.47,1
84.05,65.0,25.95,48.15,33.27,239.83,8.49,339.77,11.68,17.56,56.67,5160.79,1
73.37,77.24,27.97,27.17,34.54,820.42,7.29,1088.14,13.79,21.25,61.7,2240.6,1
59.22,46.73,33.7,24.31,33.29,436.02,8.05,616.9,12.82,8.47,170.17,6581.56,1
89.5,83.06,17.23,23.59,34.61,1109.42,7.62,1460.73,12.07,15.76,188.67,5721.45,1
89.58,83.2,30.11,46.61,40.96,969.44,6.82,1297.14,14.81,7.16,71.92,7973.01,1
89.18,51.88,20.48,43.61,33.38,1308.32,7.39,1796.46,10.61,20.56,41.78,6068.88,1
60.75,58.75,32.22,70.26,34.81,1139.59,8.46,1440.5,11.39,15.46,92.95,5804.6,1
70.31,44.68,34.12,72.0,32.72,416.93,8.15,600.23,14.75,18.05,44.88,4805.64,1
94.32,98.36,31.7,23.56,37.65,1160.19,6.82,1583.34,0.6,2.99,172.48,4970.9,1
84.74,75.19,37.15,35.48,35.67,970.08,6.94,1311.13,9.69,13.97,118.64,8657.86,1
51.22,95.42,25.07,39.2,25.69,1002.74,8.23,1421.77,11.22,12.55,142.7,2538.35,1
52.93,51.24,37.95,58.33,30.51,1198.72,8.7,1705.95,13.81,7.86,105.84,4846.64,1
70.88,84.73,27.98,30.12,33.57,888.59,7.44,1203.55,13.32,7.25,95.28,6418.7,1
90.91,83.61,29.53,29.38,38.55,759.2,8.11,1089.8,12.71,13.6,75.55,4747.58,1
74.24,78.42,34.44,86.07,33.23,963.97,6.96,1217.44,14.21,16.13,163.29,3624.12,1
72.4,97.59,15.55,76.29,27.76,557.55,7.34,709.56,8.29,2.66,151.29,3655.18,1
54.75,57.55,34.62,32.65,30.06,419.12,6.55,573.92,0.6,13.35,97.72,3252.42,1
79.56,39.15,33.56,48.46,33.08,939.91,8.57,1241.44,0.66,5.41,91.38,4079.27,1
86.99,77.02,24.3,44.89,33.29,480.62,7.58,645.4,8.4,4.81,40.2,8037.56,1
67.12,81.05,17.57,75.37,26.39,295.9,8.7,389.29,6.81,14.46,50.17,5289.18,1
84.9,70.25,17.73,55.71,35.3,200.67,8.41,267.07,7.04,8.22,139.72,3301.79,1
93.4,44.48,42.7,28.95,42.0,929.98,8.74,1315.49,6.31,10.82,122.34,4383.95,1
59.17,65.31,35.68,71.73,33.6,634.58,7.27,868.54,13.81,9.2,109.57,2293.73,1
73.55,51.85,18.81,47.78,26.97,1102.77,7.0,1598.44,5.71,14.97,172.4,8280.27,1
62.92,59.92,25.7,38.4,32.11,650.21,9.12,915.09,12.92,11.4,120.62,4561.48,1
85.68,75.17,32.77,46.28,40.49,783.2,8.44,1021.87,13.59,21.27,101.52,8852.93,1
75.99,82.17,40.07,54.84,34.02,688.5,8.75,897.03,7.74,9.05,65.8,4106.54,1
78.56,46.26,16.31,44.02,28.94,980.69,6.54,1291.74,6.98,16.81,171.31,7772.67,1
85.91,58.37,22.1,36.93,35.2,627.37,7.46,890.02,11.53,7.15,132.2,3422.89,1
67.82,48.84,41.69,47.9,37.84,1356.52,8.51,1703.05,10.77,12.18,54.79,2071.15,1
91.18,43.9,15.27,21.34,31.78,1323.38,6.71,1715.14,5.26,13.05,143.82,1738.0,1
73.99,84.84,21.04,74.07,30.25,1217.63,8.03,1742.41,1.99,8.58,108.01,6046.26,1
57.11,93.65,43.77,31.97,33.4,1304.36,7.66,1797.38,4.34,11.44,169.82,3836.8,1
81.32,55.92,33.4,23.07,37.24,738.97,6.55,957.24,2.4,7.59,187.03,4826.4,1
85.7,82.59,22.85,65.76,36.82,843.72,7.14,1091.62,4.77,2.12,136.07,7639.85,1
64.25,92.79,17.01,74.18,25.47,1090.51,7.27,1551.28,4.3,6.31,157.06,3360.81,1
88.57,89.23,15.85,76.97,34.69,1035.38,6.8,1479.29,9.75,16.0,49.05,3814.89,1
90.78,42.8,22.34,54.55,33.95,1268.81,8.21,1651.01,14.34,17.42,129.64,7840.02,1
62.46,96.94,41.44,34.38,33.43,1059.6,7.15,1413.61,10.44,7.6,160.85,5195.72,1
94.26,56.37,27.48,71.61,39.82,1397.46,7.25,1980.09,13.94,10.16,119.48,7707.49,1
56.33,53.75,36.61,68.98,33.74,618.21,8.93,868.09,11.87,2.75,134.97,4308.57,1
59.09,34.37,42.55,37.24,36.37,1199.6,7.76,1694.77,11.05,6.74,183.83,4487.77,1
58.29,64.03,27.24,83.24,26.48,1037.16,7.56,1403.98,6.5,17.58,71.7,2753.54,1
90.23,37.63,20.74,27.31,33.88,1029.66,8.45,1474.8,5.21,14.12,55.72,8372.59,1
79.44,47.4,30.51,88.79,37.19,591.0,8.96,777.28,12.77,6.12,150.5,8225.88,1
56.84,52.19,42.24,80.22,34.08,1142.72,6.57,1464.21,13.63,7.15,171.66,8881.63,1
69.81,86.62,39.13,68.15,34.0,1280.45,7.71,1782.06,7.05,18.34,176.08,4518.35,1
77.69,91.28,16.97,85.71,31.28,462.26,8.15,627.69,0.63,6.18,142.66,7639.61,1
53.76,51.17,35.78,70.56,29.53,950.6,7.36,1350.72,11.99,8.68,173.31,4612.15,1
89.71,90.11,32.16,33.33,42.0,670.56,8.59,849.09,4.63,15.29,152.11,4907.24,1
86.16,90.01,42.22,50.95,42.0,1387.46,9.12,1968.44,0.64,13.22,53.98,7725.0,1
72.73,83.53,18.67,25.01,30.93,774.6,9.05,1013.69,12.17,11.22,161.93,2830.25,1
93.52,40.27,31.02,47.28,41.96,473.98,7.22,654.56,8.0,19.99,68.7,3152.33,1
68.8,78.32,41.38,71.91,36.81,658.23,7.11,828.07,10.44,6.39,77.86,3860.46,1
94.28,96.15,27.3,47.05,39.66,984.61,9.09,1350.8,13.76,16.83,103.14,7411.34,1
80.06,77.78,29.46,43.12,38.28,291.31,7.74,405.92,8.35,5.18,90.33,4294.89,1
78.56,53.21,17.11,61.67,31.12,924.32,7.06,1223.57,7.8,14.31,91.46,4186.26,1
57.47,65.04,23.34,81.05,27.03,1317.47,8.41,1703.6,4.71,19.41,67.08,8991.12,1
89.69,75.2,24.74,23.33,32.67,1220.44,7.27,1656.77,4.93,11.16,87.02,4378.55,1
69.24,65.74,43.35,46.98,37.32,281.21,7.22,398.37,12.05,16.49,43.15,3358.28,1
57.3,38.4,23.48,31.08,29.19,1392.07,8.87,1830.16,7.01,18.41,115.67,6174.1,1
50.57,51.84,28.83,68.67,29.62,1038.47,6.94,1350.53,2.87,4.72,162.97,7514.1,1
75.19,86.17,35.14,27.4,37.1,394.74,6.67,515.44,1.87,16.12,177.96,2022.06,1
73.73,90.3,19.87,66.54,29.3,214.9,7.23,309.42,7.36,20.4,171.27,6141.69,1
82.37,39.61,29.59,40.03,32.0,405.54,8.14,536.06,7.24,13.53,106.63,1768.02,1
90.06,96.67,37.16,33.92,39.53,1205.81,6.83,1508.13,9.98,5.72,156.87,5447.49,1
53.57,53.02,41.01,85.54,32.14,225.97,7.77,317.79,7.33,4.54,86.06,3427.44,1
82.92,76.36,33.79,21.3,36.93,479.78,8.19,666.82,2.58,7.19,48.89,3799.81,1
58.43,82.63,35.07,50.64,33.12,1108.77,8.79,1414.47,7.86,4.07,148.16,5003.22,1
88.62,86.84,18.79,21.51,37.7,903.33,7.12,1307.11,13.65,12.27,143.81,8453.31,1
86.86,96.2,43.37,53.85,42.0,1139.28,8.71,1562.65,2.81,3.39,168.26,6830.0,1
74.34,51.9,18.98,55.07,29.79,1095.38,7.13,1478.93,10.5,6.47,138.58,8526.34,1
81.96,90.1,38.24,42.52,38.36,260.72,8.33,345.83,9.11,10.8,65.1,6449.78,1
64.15,39.22,22.94,29.25,29.32,1271.01,7.66,1817.21,11.35,11.48,176.51,1553.31,1
71.2,79.35,43.01,46.35,36.2,472.44,6.81,613.6,2.68,13.31,140.36,3491.89,1
86.97,81.94,36.6,67.06,39.79,864.07,8.43,1129.47,14.15,16.11,169.22,8293.29,1
70.67,77.44,37.61,74.77,36.73,973.15,7.09,1240.26,9.5,2.94,163.86,6325.84,1
66.1,47.66,21.57,57.15,29.49,402.35,6.98,564.03,12.78,3.61,87.66,8862.35,1
72.24,91.11,28.29,61.29,33.88,1371.48,7.47,1877.7,4.08,3.22,51.93,2669.73,1
87.27,41.82,33.53,34.04,39.42,785.79,8.26,1077.95,11.22,10.46,68.24,3725.61,1
65.08,33.75,38.1,40.11,31.06,269.17,7.13,348.23,11.82,2.84,54.86,4217.76,1
57.82,80.22,18.12,31.33,27.07,1324.71,7.0,1828.42,6.26,16.92,78.95,3949.18,1
82.04,63.28,43.87,37.45,39.52,903.52,6.53,1267.72,6.07,6.46,113.53,3389.94,1
